,Board,Tech,Subject,Grade,Week,Day,Lesson Name,Total Clicks in a Month,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7
1398,CBSE,High Tech,EVS,G4,W3,D4,Domestication of animals,5995,26,99,69,94,36,116,154
1399,CBSE,High Tech,EVS,G4,W3,D5,Animals,6226,42,77,29,97,93,86,38
1400,CBSE,High Tech,English,G5,W3,D1,the story ,5431,64,28,33,100,30,34,117
1401,CBSE,High Tech,English,G5,W3,D2,the story ,6173,79,10,10,92,47,153,114
1402,CBSE,High Tech,English,G5,W3,D3,story sequencing,5392,51,78,37,68,77,55,98
1403,CBSE,High Tech,English,G5,W3,D4,nouns and verbs,5710,47,38,72,55,26,182,141
1404,CBSE,High Tech,English,G5,W3,D5,the story ,6731,76,82,24,40,16,110,150
1405,CBSE,High Tech,Math,G5,W3,D1,Angles in names,5605,44,73,96,45,98,104,162
1406,CBSE,High Tech,Math,G5,W3,D2,Angles in hands of clock,4663,66,58,14,86,72,148,151
1407,CBSE,High Tech,Math,G5,W3,D3,Making and using a degree clock,6050,63,87,21,19,84,128,145
1408,CBSE,High Tech,Math,G5,W3,D4,Using a 'D' to measure angles,5067,41,55,29,62,20,106,66
1409,CBSE,High Tech,Math,G5,W3,D5,Using a 'D' to measure angles,6288,28,81,31,78,23,117,161
1410,CBSE,High Tech,EVS,G5,W3,D1,Different foods with different taste,6664,91,28,53,39,20,176,153
1411,CBSE,High Tech,EVS,G5,W3,D2,Identification of foods with taste and smell,6361,68,67,91,55,16,108,75
1412,CBSE,High Tech,EVS,G5,W3,D3,Process of digestion,6061,26,33,19,65,85,44,100
1413,CBSE,High Tech,EVS,G5,W3,D4,Importance of food and glucose in our body,5105,39,22,96,42,56,169,96
1414,CBSE,High Tech,EVS,G5,W3,D5,How to keep us healthy,6137,69,84,33,28,51,35,74
1415,MH,High Tech,English,G1,W3,D1,middle sounds,3917,26,92,45,46,100,35,90
1416,MH,High Tech,English,G1,W3,D2,the story ,5381,29,34,41,20,67,151,79
1417,MH,High Tech,English,G1,W3,D3,Objects that go together,5756,65,14,100,17,99,189,186
1418,MH,High Tech,English,G1,W3,D4,the Number Song ,5133,68,41,15,39,25,120,83
1419,MH,High Tech,English,G1,W3,D5,the Number Song ,6099,60,22,11,68,75,165,150
1420,MH,High Tech,Math,G1,W3,D1,Counting and circling correct number of objects,5983,91,39,23,18,23,113,194
1421,MH,High Tech,Math,G1,W3,D2,Counting and Writing number of objects,4779,77,73,48,31,50,70,102
1422,MH,High Tech,Math,G1,W3,D3,Counting and Writing number of objects,5482,51,38,20,84,39,164,184
1423,MH,High Tech,Math,G1,W3,D4,Concept and writing of 0,5293,53,17,40,46,74,127,71
1424,MH,High Tech,Math,G1,W3,D5,Counting and matching objects to the correct number,5616,21,37,78,82,76,94,160
1425,MH,High Tech,English,G2,W3,D1,question and answers from ,5619,59,17,15,98,31,200,121
1426,MH,High Tech,English,G2,W3,D2,"Using ""May I"" from ""Let's speak""",6294,91,56,84,84,89,155,111
1427,MH,High Tech,English,G2,W3,D3,Our classroom,4927,53,62,33,26,83,123,43
1428,MH,High Tech,English,G2,W3,D4,Picture Composition 1,5091,92,12,17,50,11,44,176
1429,MH,High Tech,English,G2,W3,D5,Picture Composition 2,5334,65,55,63,23,98,167,168
1430,MH,High Tech,Math,G2,W3,D1,Reading and writing numbers (21,5137,88,61,11,78,43,45,47
1431,MH,High Tech,Math,G2,W3,D2,Sequencing numbers (21,5660,33,56,66,100,89,154,59
1432,MH,High Tech,Math,G2,W3,D3,Reading and writing numbers (21,6728,18,96,58,56,50,193,50
1433,MH,High Tech,Math,G2,W3,D4,Writing number names (21,5151,85,70,90,26,95,187,167
1434,MH,High Tech,Math,G2,W3,D5,Writing number names (21,4579,76,22,48,93,15,161,171
1435,MH,High Tech,English,G3,W3,D1,Khashaba Jadhav Part 1,7405,40,24,36,68,87,172,184
1436,MH,High Tech,English,G3,W3,D2,Khashaba Jadhav Part 2,4698,49,79,55,99,77,130,73
1437,MH,High Tech,English,G3,W3,D3,the story ,6165,36,37,58,75,18,155,191
1438,MH,High Tech,English,G3,W3,D4,the story ,5624,73,10,14,69,38,107,42
1439,MH,High Tech,English,G3,W3,D5,the story ,5753,13,17,27,30,73,104,168
1440,MH,High Tech,Math,G3,W3,D1,"Use picture representations of hundreds, tens and units to count and write number in figures and in words",4820,56,64,40,29,48,94,126
1441,MH,High Tech,Math,G3,W3,D2,"Use picture representations of hundreds, tens and units to count and write number in figures and in words",5636,34,15,17,65,100,140,120
1442,MH,High Tech,Math,G3,W3,D3,Fill the missing number,5511,40,22,29,46,94,158,43
1443,MH,High Tech,Math,G3,W3,D4,Make different 3 digit numbers using a combination of 3 numbers given,5644,42,88,95,39,50,163,113
1444,MH,High Tech,Math,G3,W3,D5,Revision,5352,85,50,75,93,42,199,80
1445,MH,High Tech,EVS,G3,W3,D1,Importance of shelters,6003,71,10,21,11,58,124,101
1446,MH,High Tech,EVS,G3,W3,D2,Animals who build shelters for themselves,6172,40,23,16,48,44,152,83
1447,MH,High Tech,EVS,G3,W3,D3,Animals that find ready shelters in the surrounding,5701,46,70,48,34,71,152,133
1448,MH,High Tech,EVS,G3,W3,D4,Shelters for domestic animals,6197,90,89,84,28,36,134,52
1449,MH,High Tech,EVS,G3,W3,D5,Revision,3896,64,77,43,96,81,54,40
1450,MH,High Tech,English,G4,W3,D1,the story ,6431,13,43,83,76,50,88,141
1451,MH,High Tech,English,G4,W3,D2,making a story out of pictures,4216,48,26,74,76,51,178,172
1452,MH,High Tech,English,G4,W3,D3,a Great leader ,4344,79,33,44,65,30,44,70
1453,MH,High Tech,English,G4,W3,D4,Lokmanya Tilak,6794,17,58,16,52,65,106,166
1454,MH,High Tech,English,G4,W3,D4,Lokmanya Tilak,5118,49,18,65,88,85,134,133
1455,MH,High Tech,Math,G4,W3,D1,List number of sides and corners for different shapes,5113,33,64,29,70,73,182,192
1456,MH,High Tech,Math,G4,W3,D2,Identify properties of different shapes,5521,76,13,82,60,97,179,174
1457,MH,High Tech,Math,G4,W3,D3,Practice sides and vertices of shapes,4445,93,100,78,15,74,71,78
1458,MH,High Tech,Math,G4,W3,D4,Practice nameing sides and vertices of shapes,5408,24,51,39,21,53,90,32
1459,MH,High Tech,Math,G4,W3,D5,Revise sides and vertices,4821,70,16,98,46,51,181,88
1460,MH,High Tech,EVS,G4,W3,D1,Importance of water in our daily life,6168,30,77,16,57,38,137,73
1461,MH,High Tech,EVS,G4,W3,D2,Traditional methods of water storage,5913,72,91,18,74,62,85,191
1462,MH,High Tech,EVS,G4,W3,D3,Modern methods of water storage,5460,30,94,90,66,68,73,128
1463,MH,High Tech,EVS,G4,W3,D4,Economical use of water,6257,79,45,69,52,51,187,89
1464,MH,High Tech,EVS,G4,W3,D5,Revision ,5685,63,35,68,86,81,166,198
1465,MH,High Tech,English,G5,W3,D1,Nouns,5586,83,40,29,45,22,157,137
1466,MH,High Tech,English,G5,W3,D2,Announcements and present announcement orally,4374,50,54,21,34,84,50,193
1467,MH,High Tech,English,G5,W3,D3,Announcements and write announcements,5383,79,67,30,73,48,97,101
1468,MH,High Tech,English,G5,W3,D4,Story ,4135,80,50,43,97,39,109,95
1469,MH,High Tech,English,G5,W3,D5,Verbs,5947,32,64,77,38,77,38,182
1470,MH,High Tech,Math,G5,W3,D1,Read and Write 7 digit numbers in figures and words,6237,39,23,65,41,22,87,156
1471,MH,High Tech,Math,G5,W3,D2,Read and Write 7 digit numbers in figures and words,6184,96,78,77,75,79,190,144
1472,MH,High Tech,Math,G5,W3,D3,Write 7 digit numbers in expanded form,5846,24,26,61,63,42,98,170
1473,MH,High Tech,Math,G5,W3,D4,Identify place name and values for each number in a 7 ,6260,77,42,22,38,68,182,62
1474,MH,High Tech,Math,G5,W3,D5,Write numbers from their expanded form,6226,25,38,90,55,80,187,134
1475,MH,High Tech,EVS,G5,W3,D1,Lithosphere and Hydrosphere,6321,97,63,16,60,75,140,63
1476,MH,High Tech,EVS,G5,W3,D2,The atmosphere,5368,84,42,91,93,82,197,152
1477,MH,High Tech,EVS,G5,W3,D3,Water cycle,4654,69,69,52,49,80,125,179
1478,MH,High Tech,EVS,G5,W3,D4,Biosphere,6453,23,41,35,63,96,157,164
1479,MH,High Tech,EVS,G5,W3,D5,Revision ,4953,73,34,58,65,55,72,67
1480,TS,High Tech,English,G1,W3,D1,Types of vehicles,5015,85,18,76,80,22,85,130
1481,TS,High Tech,English,G1,W3,D2,"the story ""Places near Ammu's school""",6072,19,58,66,97,10,91,144
1482,TS,High Tech,English,G1,W3,D3,Types of places,5792,42,22,96,37,63,195,93
1483,TS,High Tech,English,G1,W3,D4,picture talk ,4540,99,30,76,35,26,67,57
1484,TS,High Tech,English,G1,W3,D5,"Reading and writing 'e,f,g,h'",5931,92,64,38,94,10,182,132
1485,TS,High Tech,Math,G1,W3,D1,Picking the odd one out in a pattern,5967,19,20,68,35,59,184,191
1486,TS,High Tech,Math,G1,W3,D2,Count and match same number of objects,5834,18,30,36,64,94,67,126
1487,TS,High Tech,Math,G1,W3,D3,"Count and match same number of objects	",5609,51,33,39,17,10,36,151
1488,TS,High Tech,Math,G1,W3,D4,Sing number song with action,4479,96,10,86,33,36,191,151
1489,TS,High Tech,Math,G1,W3,D5,Writing 1 and 2,4626,40,27,13,58,64,167,126
1490,TS,High Tech,English,G2,W3,D1,Picture reading ,4597,70,28,69,66,57,86,72
1491,TS,High Tech,English,G2,W3,D2,"Story ""Sweety""",4494,52,73,86,43,93,36,40
1492,TS,High Tech,English,G2,W3,D3,"Story ""Sweety"" and answer questions",5249,41,29,18,37,16,81,69
1493,TS,High Tech,English,G2,W3,D4,"Story ""Sweety"" and answer questions",5966,29,71,90,73,33,133,47
1494,TS,High Tech,English,G2,W3,D5,Names of fruits,5213,39,60,22,63,68,83,125
1495,TS,High Tech,Math,G2,W3,D1,Identify how many tens in a number,6534,18,93,48,73,44,126,190
1496,TS,High Tech,Math,G2,W3,D2,Identify biggest and smallest number,5271,75,84,70,63,16,111,74
1497,TS,High Tech,Math,G2,W3,D3,Identify a number that falls between any 2 numbers,5050,54,49,90,99,54,188,35
1498,TS,High Tech,Math,G2,W3,D4,Answer word problems,5972,34,60,72,18,89,84,84
1499,TS,High Tech,Math,G2,W3,D5,Playing number games,6078,31,40,19,62,54,37,146
1500,TS,High Tech,English,G3,W3,D1,Picture Reading ,4758,74,70,11,29,25,53,91
1501,TS,High Tech,English,G3,W3,D2,"Story ""Swamy"" and answer questions",5937,94,23,81,70,71,157,91
1502,TS,High Tech,English,G3,W3,D3,"Story ""Swamy and the magic beans"" and answer questions",5745,33,73,100,59,52,106,151
1503,TS,High Tech,English,G3,W3,D4,"Story ""Swamy and the magic beans"" and answer questions",4806,15,81,37,47,58,40,176
1504,TS,High Tech,English,G3,W3,D5,Writing ,5168,88,11,21,81,43,157,190
1505,TS,High Tech,Math,G3,W3,D1,Biggest and smallest number,4342,15,67,59,59,73,75,137
1506,TS,High Tech,Math,G3,W3,D2,Ascending Descending order,6068,30,14,31,14,36,163,188
1507,TS,High Tech,Math,G3,W3,D3,Rounding to nearest number,5677,27,15,12,86,14,93,147
1508,TS,High Tech,Math,G3,W3,D4, Expand 2 digit numbers,5990,58,100,70,43,44,172,83
1509,TS,High Tech,Math,G3,W3,D5,Write numbers from expaded to standard form,5157,100,27,67,91,52,156,160
1510,TS,High Tech,EVS,G3,W3,D1,Games played at home and on ground,6103,76,74,90,72,45,192,166
1511,TS,High Tech,EVS,G3,W3,D2,Different types of games,5819,84,33,47,58,42,60,123
1512,TS,High Tech,EVS,G3,W3,D3,Importance of playing games,5293,95,44,88,26,81,176,127
1513,TS,High Tech,EVS,G3,W3,D4,Rules of the games,5098,19,44,53,58,19,36,154
1514,TS,High Tech,EVS,G3,W3,D5,Revision,6280,58,46,46,25,59,85,97
1515,TS,High Tech,English,G4,W3,D1,Grammar ,5926,98,50,67,80,49,119,115
1516,TS,High Tech,English,G4,W3,D2,Grammar ,5912,77,77,78,44,98,162,49
1517,TS,High Tech,English,G4,W3,D3,Grammar ,5312,90,55,63,64,38,132,190
1518,TS,High Tech,English,G4,W3,D4,Writing ,4325,72,31,95,86,24,59,42
1519,TS,High Tech,English,G4,W3,D5,Words with 'oo',5176,41,23,96,32,40,154,152
1520,TS,High Tech,Math,G4,W3,D1,Sides and corners of Shapes,4757,67,45,65,48,35,95,160
1521,TS,High Tech,Math,G4,W3,D2,Draw pictures using only shapes,6256,90,33,21,93,97,55,109
1522,TS,High Tech,Math,G4,W3,D3,Draw shapes on dotted paper,4742,80,96,48,63,20,69,32
1523,TS,High Tech,Math,G4,W3,D4,Trace objects to identify shapes,4728,57,95,33,19,31,56,157
1524,TS,High Tech,Math,G4,W3,D5,Identify and count shapes in pictures.,4900,10,77,91,13,54,178,148
1525,TS,High Tech,EVS,G4,W3,D1,Ears of animals,5978,67,76,31,73,84,35,137
1526,TS,High Tech,EVS,G4,W3,D2,Skin of animals,6932,90,36,36,74,85,130,163
1527,TS,High Tech,EVS,G4,W3,D3,Animal and uses,6541,65,67,21,11,34,76,119
1528,TS,High Tech,EVS,G4,W3,D4,Pet animals,6497,34,45,57,37,39,41,37
1529,TS,High Tech,EVS,G4,W3,D5,Revision ,5428,21,69,89,49,60,66,61
1530,TS,High Tech,English,G5,W3,D1,"Poem ""The best of friends""",6113,62,19,99,37,42,154,110
1531,TS,High Tech,English,G5,W3,D2,"Poem ""The best of friends"" and answer questions",5324,88,99,57,40,85,62,163
1532,TS,High Tech,English,G5,W3,D3,Writing ,6128,42,95,90,96,34,66,87
1533,TS,High Tech,English,G5,W3,D4,Our feelings,4472,50,15,20,90,55,200,189
1534,TS,High Tech,English,G5,W3,D5,Revision Punctuation,4608,31,66,66,11,72,79,30
1535,TS,High Tech,Math,G5,W3,D1,Word Problems,4169,96,32,82,33,52,101,176
1536,TS,High Tech,Math,G5,W3,D2,Word Problems,5572,35,75,59,51,96,116,66
1537,TS,High Tech,Math,G5,W3,D3,Multiply using long multiplication,5345,76,66,99,100,14,170,130
1538,TS,High Tech,Math,G5,W3,D4,Multiply using grid method,5201,30,85,60,74,58,53,65
1539,TS,High Tech,Math,G5,W3,D5,Revise multiplication methods,5962,26,33,23,40,95,172,78
1540,TS,High Tech,EVS,G5,W3,D1,Components for growth of a plant,5268,53,36,71,12,88,137,32
1541,TS,High Tech,EVS,G5,W3,D2,Advantages of trees,5804,17,80,74,63,55,44,81
1542,TS,High Tech,EVS,G5,W3,D3,How to plant a tree?,3986,43,51,95,87,35,80,88
1543,TS,High Tech,EVS,G5,W3,D4,Council for green revolution,5728,19,30,25,91,19,106,126
1544,TS,High Tech,EVS,G5,W3,D5,Revision ,5397,51,19,12,20,96,134,52
1545,KA,High Tech,English,G1,W3,D1,Describing words,5028,18,86,11,62,31,179,189
1546,KA,High Tech,English,G1,W3,D2,Writing ,4786,19,70,87,69,49,190,192
1547,KA,High Tech,English,G1,W3,D3,Text,5073,90,86,17,16,59,87,145
1548,KA,High Tech,English,G1,W3,D4,Text,4904,43,39,63,86,51,174,128
1549,KA,High Tech,English,G1,W3,D5,Greetings,5414,43,25,40,13,52,166,162
1550,KA,High Tech,Math,G1,W3,D1,Match objects with equal number,4949,36,98,61,82,78,155,53
1551,KA,High Tech,Math,G1,W3,D2,Identify more less groups in pictures,5454,71,90,75,73,31,92,56
1552,KA,High Tech,Math,G1,W3,D3,Count numbers 1,6498,44,28,10,75,57,192,125
1553,KA,High Tech,Math,G1,W3,D4,Match groups having equal number of objects (1,5381,100,19,39,100,98,59,58
1554,KA,High Tech,Math,G1,W3,D5,Revising counting numbers 1,5444,56,39,94,99,39,149,119
1555,KA,High Tech,EVS,G1,W3,D1,Importance of water,5344,42,15,20,59,88,64,78
1556,KA,High Tech,EVS,G1,W3,D2,Daily activities that need water,4198,34,53,86,24,47,66,82
1557,KA,High Tech,EVS,G1,W3,D3,Sources of water,4908,25,85,54,61,71,66,199
1558,KA,High Tech,EVS,G1,W3,D4,How to save water,5896,70,55,60,81,26,168,155
1559,KA,High Tech,EVS,G1,W3,D5,Revision,5385,50,90,21,41,48,93,98
1560,KA,High Tech,English,G2,W3,D1,Grammar,5211,25,53,98,38,99,126,195
1561,KA,High Tech,English,G2,W3,D2,Animals and their homes,6237,14,82,39,36,41,170,161
1562,KA,High Tech,English,G2,W3,D3,Writing practice,5609,16,75,39,63,81,35,128
1563,KA,High Tech,English,G2,W3,D4,Writing practice,5465,26,34,39,99,46,197,106
1564,KA,High Tech,English,G2,W3,D5,Revision ,5169,40,46,28,85,93,82,61
1565,KA,High Tech,Math,G2,W3,D1,"Before, After and Between",5311,42,75,18,18,97,181,30
1566,KA,High Tech,Math,G2,W3,D2,"Practice Before, After and Between",5317,76,31,30,30,68,73,32
1567,KA,High Tech,Math,G2,W3,D3,Big and Small numbers,5636,82,71,59,33,61,177,111
1568,KA,High Tech,Math,G2,W3,D4,Biggest and Smallest Numbers,6116,46,98,52,75,80,142,126
1569,KA,High Tech,Math,G2,W3,D5,Ascending Descending Order,3743,23,16,33,87,45,61,53
1570,KA,High Tech,EVS,G2,W3,D1,Different types of plants in our surroundings,5600,56,80,80,49,68,162,41
1571,KA,High Tech,EVS,G2,W3,D2,Parts of plants,4558,34,97,87,75,28,169,121
1572,KA,High Tech,EVS,G2,W3,D3,Plants of different shapes and sizes in our surrounding,6392,19,80,99,86,31,51,53
1573,KA,High Tech,EVS,G2,W3,D4,Different types of leaves and flowers in our surroundings,5111,48,34,37,74,64,140,100
1574,KA,High Tech,EVS,G2,W3,D5,Revision ,5031,97,76,100,34,69,197,91
1575,KA,High Tech,English,G3,W3,D1,Poem ,3932,96,61,83,37,62,86,98
1576,KA,High Tech,English,G3,W3,D2,Story ,5408,76,64,50,90,37,165,134
1577,KA,High Tech,English,G3,W3,D3,Story,4821,89,55,97,88,27,169,128
1578,KA,High Tech,English,G3,W3,D4,Story,5919,50,21,13,36,99,148,149
1579,KA,High Tech,English,G3,W3,D5,"Opposite words using dis, un,im",3967,43,96,63,93,97,52,143
1580,KA,High Tech,Math,G3,W3,D1,"After, before and between",5625,83,71,23,45,76,53,157
1581,KA,High Tech,Math,G3,W3,D2,Ascending Descending order,6389,27,49,34,29,38,184,74
1582,KA,High Tech,Math,G3,W3,D3,Framing numbers,4063,46,71,16,40,54,177,115
1583,KA,High Tech,Math,G3,W3,D4,Number lines,4935,47,62,82,73,34,152,31
1584,KA,High Tech,Math,G3,W3,D5,Using number line to answer questions,5084,90,86,55,31,16,46,168
1585,KA,High Tech,EVS,G3,W3,D1,Living and non,5470,84,23,92,20,39,169,177
1586,KA,High Tech,EVS,G3,W3,D2,Similarities between plants and animals,5675,13,23,72,48,21,140,150
1587,KA,High Tech,EVS,G3,W3,D3,Differences between plants and animals,5949,39,62,66,39,72,159,190
1588,KA,High Tech,EVS,G3,W3,D4,Differences between plants and animals,6120,84,39,24,27,11,158,193
1589,KA,High Tech,EVS,G3,W3,D5,Revision,5871,51,29,67,26,36,74,109
1590,KA,High Tech,English,G4,W3,D1,Picture Reading ,5564,15,96,15,71,53,116,106
1591,KA,High Tech,English,G4,W3,D2,"Story ""Speak the truth""",5601,32,81,98,17,81,188,54
1592,KA,High Tech,English,G4,W3,D3,"Story ""Speak the truth"" and answer questions",4825,49,25,95,28,51,132,50
1593,KA,High Tech,English,G4,W3,D4,Punctuations in paragraphs,5948,95,16,27,84,17,39,130
1594,KA,High Tech,English,G4,W3,D5,Family member riddles,6023,62,69,70,43,55,158,59
1595,KA,High Tech,Math,G4,W3,D1,Place and Face Value,6130,100,27,29,54,47,200,139
1596,KA,High Tech,Math,G4,W3,D2,Filling missing numbers in a numberline,5669,39,36,87,58,78,82,176
1597,KA,High Tech,Math,G4,W3,D3,Identifying largest and smallest in 4 digit numbers,5164,10,68,42,11,70,81,135
1598,KA,High Tech,Math,G4,W3,D4,4 digits in ascending and descending order,6847,36,61,25,38,69,99,198
1599,KA,High Tech,Math,G4,W3,D5,Forming 4 digit numbers from given numbers,5476,10,25,55,87,38,146,100
1600,KA,High Tech,EVS,G4,W3,D1,Forest,5405,30,27,42,23,89,165,104
1601,KA,High Tech,EVS,G4,W3,D2,Trees in forest and in our surroundings,5861,10,53,50,78,77,97,119
1602,KA,High Tech,EVS,G4,W3,D3,Uses of forest trees,5573,82,66,85,53,63,144,81
1603,KA,High Tech,EVS,G4,W3,D4,Importance of growing trees,6271,16,19,40,89,64,70,195
1604,KA,High Tech,EVS,G4,W3,D5,Revision,5032,10,38,86,26,94,75,73
1605,KA,High Tech,English,G5,W3,D1,Grammar ,6383,67,68,13,44,86,168,152
1606,KA,High Tech,English,G5,W3,D2,Grammar ,5600,91,25,62,82,84,163,53
1607,KA,High Tech,English,G5,W3,D3,Writing ,6189,66,75,48,40,26,192,74
1608,KA,High Tech,English,G5,W3,D4,Read the poem ,6012,89,50,38,69,83,185,172
1609,KA,High Tech,English,G5,W3,D5,Read the poem ,5951,75,76,52,99,72,96,183
1610,KA,High Tech,Math,G5,W3,D1,Subtracting 4 digit numbers without borrowing,5155,42,35,53,75,11,37,48
1611,KA,High Tech,Math,G5,W3,D2,Subtacting 4 digit numbers by borrowing,5710,43,22,11,36,12,118,128
1612,KA,High Tech,Math,G5,W3,D3,Subtracting 5 digit from 5 digit number without borrowing,5346,19,70,65,56,46,155,188
1613,KA,High Tech,Math,G5,W3,D4,Subtracting 5 digit from 5 digit number with borrowing,4727,49,18,67,53,21,47,114
1614,KA,High Tech,Math,G5,W3,D5,Subtracting 4 digit from 5 digit number,5733,66,99,65,13,86,134,49
1615,KA,High Tech,EVS,G5,W3,D1,Types of communities and their features,5884,30,50,34,89,24,33,45
1616,KA,High Tech,EVS,G5,W3,D2,Rural community,5332,16,31,22,23,26,126,153
1617,KA,High Tech,EVS,G5,W3,D3,Urban community,4945,72,39,39,24,56,187,115
1618,KA,High Tech,EVS,G5,W3,D4,Tribal community,5776,87,62,47,83,92,176,193
1619,KA,High Tech,EVS,G5,W3,D5,Revision,5015,67,12,22,19,41,148,148
